JuncType	Event_ID	Event_Group	chr	strand	GeneID	geneSymbol	Gene_Event_ID	Gene_Event_Type	DSE_Category	Control_vs_shRING1A.B	Control_vs_shRYBP	shRYBP_vs_shRING1A.B
JC	Event_1966	Skipped Exon	chr14	+	ENSG00000022976	ZNF839	1	Skipped Exon_1			0.105	-0.133
JC	Event_3970	Skipped Exon	chr14	+	ENSG00000022976	ZNF839	2	Skipped Exon_2				0.139
JC	Event_526	Alternative 3' Splice Site	chr14	+	ENSG00000022976	ZNF839	1	Alternative 3' Splice Site_1	Unique to shRYBP vs Control		-0.244	
JCEC	Event_1966	Skipped Exon	chr14	+	ENSG00000022976	ZNF839	1	Skipped Exon_1			0.105	-0.133
JCEC	Event_5243	Skipped Exon	chr14	+	ENSG00000022976	ZNF839	3	Skipped Exon_3				0.139
JCEC	Event_526	Alternative 3' Splice Site	chr14	+	ENSG00000022976	ZNF839	1	Alternative 3' Splice Site_1	Unique to shRYBP vs Control		-0.244	
JC	Event_3768	Skipped Exon	chr11	-	ENSG00000023191	RNH1	1	Skipped Exon_1	Same Direction	0.144		0.142
JC	Event_4496	Skipped Exon	chr11	-	ENSG00000023191	RNH1	2	Skipped Exon_2				0.104
JCEC	Event_3768	Skipped Exon	chr11	-	ENSG00000023191	RNH1	1	Skipped Exon_1	Same Direction	0.144		0.142
JCEC	Event_5397	Skipped Exon	chr11	-	ENSG00000023191	RNH1	3	Skipped Exon_3				0.103
JC	Event_236	Alternative 5' Splice Site	chr3	+	ENSG00000023330	ALAS1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.167		
JCEC	Event_236	Alternative 5' Splice Site	chr3	+	ENSG00000023330	ALAS1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.167		
JC	Event_2432	Skipped Exon	chr13	+	ENSG00000023516	AKAP11	1	Skipped Exon_1	Unique to shRYBP vs Control		0.115	
JC	Event_4250	Skipped Exon	chr13	+	ENSG00000023516	AKAP11	2	Skipped Exon_2				0.357
JCEC	Event_2432	Skipped Exon	chr13	+	ENSG00000023516	AKAP11	1	Skipped Exon_1	Unique to shRYBP vs Control		0.115	
JCEC	Event_4250	Skipped Exon	chr13	+	ENSG00000023516	AKAP11	2	Skipped Exon_2				0.357
JC	Event_3602	Skipped Exon	chr10	+	ENSG00000023839	ABCC2	1	Skipped Exon_1	Same Direction	0.149		0.162
JC	Event_3603	Skipped Exon	chr10	+	ENSG00000023839	ABCC2	2	Skipped Exon_2	Same Direction	0.18		0.211
JC	Event_4196	Skipped Exon	chr1	-	ENSG00000024526	DEPDC1	1	Skipped Exon_1				0.11
JCEC	Event_5301	Skipped Exon	chr1	-	ENSG00000024526	DEPDC1	2	Skipped Exon_2				0.129
JCEC	Event_4660	Skipped Exon	chr20	+	ENSG00000025293	PHF20	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.109	
JC	Event_146	Alternative 5' Splice Site	chr11	+	ENSG00000025434	NR1H3	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.108	
JC	Event_2780	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.522	
JC	Event_2781	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	2	Skipped Exon_2			-0.369	0.455
JC	Event_2782	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	3	Skipped Exon_3	Unique to shRYBP vs Control		0.133	
JCEC	Event_2781	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	2	Skipped Exon_2			-0.369	0.455
JCEC	Event_2782	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	3	Skipped Exon_3	Unique to shRYBP vs Control		0.133	
JCEC	Event_4892	Skipped Exon	chr11	+	ENSG00000025434	NR1H3	4	Skipped Exon_4	Unique to shRYBP vs Control		0.454	
JC	Event_1477	Retained Intron	chr10	+	ENSG00000026025	VIM	1	Retained Intron_1				0.12
JCEC	Event_1710	Retained Intron	chr10	+	ENSG00000026025	VIM	2	Retained Intron_2				0.123
JC	Event_1441	Retained Intron	chr20	+	ENSG00000026036	RTEL1-TNFRSF6B	1	Retained Intron_1				-0.145
JCEC	Event_1683	Retained Intron	chr20	+	ENSG00000026036	RTEL1-TNFRSF6B	2	Retained Intron_2				-0.204
JC	Event_3718	Skipped Exon	chr11	+	ENSG00000026508	CD44	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.105		
JCEC	Event_3718	Skipped Exon	chr11	+	ENSG00000026508	CD44	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.105		
JC	Event_1976	Skipped Exon	chr6	-	ENSG00000026652	AGPAT4	1	Skipped Exon_1	Unique to shRYBP vs Control		0.28	
JC	Event_1977	Skipped Exon	chr6	-	ENSG00000026652	AGPAT4	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	-0.182	-0.207	
JC	Event_970	Mutually Exclusive Exon	chr6	-	ENSG00000026652	AGPAT4	2	Mutually Exclusive Exon_2	Unique to shRING1A.B vs Control	0.122		
JCEC	Event_1169	Mutually Exclusive Exon	chr6	-	ENSG00000026652	AGPAT4	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	0.126		
JCEC	Event_1976	Skipped Exon	chr6	-	ENSG00000026652	AGPAT4	1	Skipped Exon_1	Unique to shRYBP vs Control		0.28	
JCEC	Event_4620	Skipped Exon	chr6	-	ENSG00000026652	AGPAT4	3	Skipped Exon_3	Common to shRING1A.B and shRYBP	-0.173	-0.197	
JC	Event_3762	Skipped Exon	chr2	+	ENSG00000028116	VRK2	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.334		
JCEC	Event_3762	Skipped Exon	chr2	+	ENSG00000028116	VRK2	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.334		
JC	Event_1033	Mutually Exclusive Exon	chr12	+	ENSG00000028203	VEZT	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.551		
JC	Event_2898	Skipped Exon	chr12	+	ENSG00000028203	VEZT	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.639	
JC	Event_4526	Skipped Exon	chr12	+	ENSG00000028203	VEZT	2	Skipped Exon_2				0.38
JCEC	Event_1033	Mutually Exclusive Exon	chr12	+	ENSG00000028203	VEZT	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.551		
JCEC	Event_2898	Skipped Exon	chr12	+	ENSG00000028203	VEZT	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.639	
JCEC	Event_4526	Skipped Exon	chr12	+	ENSG00000028203	VEZT	2	Skipped Exon_2				0.38
JC	Event_300	Alternative 5' Splice Site	chr19	-	ENSG00000028277	POU2F2	1	Alternative 5' Splice Site_1				0.242
JCEC	Event_300	Alternative 5' Splice Site	chr19	-	ENSG00000028277	POU2F2	1	Alternative 5' Splice Site_1				0.242
JC	Event_3468	Skipped Exon	chr5	-	ENSG00000028310	BRD9	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.6		
JCEC	Event_5089	Skipped Exon	chr5	-	ENSG00000028310	BRD9	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.64		
JC	Event_1785	Skipped Exon	chr19	-	ENSG00000031823	RANBP3	1	Skipped Exon_1			-0.439	0.552
JC	Event_3867	Skipped Exon	chr19	-	ENSG00000031823	RANBP3	2	Skipped Exon_2				0.53
JCEC	Event_1785	Skipped Exon	chr19	-	ENSG00000031823	RANBP3	1	Skipped Exon_1			-0.439	0.552
JCEC	Event_3867	Skipped Exon	chr19	-	ENSG00000031823	RANBP3	2	Skipped Exon_2				0.53
JC	Event_957	Mutually Exclusive Exon	chr14	+	ENSG00000032219	ARID4A	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	0.457	0.229	
JCEC	Event_957	Mutually Exclusive Exon	chr14	+	ENSG00000032219	ARID4A	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	0.457	0.229	
JC	Event_103	Alternative 5' Splice Site	chr19	+	ENSG00000032444	PNPLA6	1	Alternative 5' Splice Site_1			-0.195	0.197
JCEC	Event_103	Alternative 5' Splice Site	chr19	+	ENSG00000032444	PNPLA6	1	Alternative 5' Splice Site_1			-0.195	0.197
JC	Event_2065	Skipped Exon	chr13	+	ENSG00000032742	IFT88	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.11	0.225	
JC	Event_2066	Skipped Exon	chr13	+	ENSG00000032742	IFT88	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.127	
JCEC	Event_2065	Skipped Exon	chr13	+	ENSG00000032742	IFT88	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.11	0.225	
JCEC	Event_2066	Skipped Exon	chr13	+	ENSG00000032742	IFT88	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.127	
JC	Event_653	Alternative 3' Splice Site	chr3	-	ENSG00000033867	SLC4A7	1	Alternative 3' Splice Site_1	Same Direction	0.127		0.129
JCEC	Event_653	Alternative 3' Splice Site	chr3	-	ENSG00000033867	SLC4A7	1	Alternative 3' Splice Site_1	Same Direction	0.127		0.129
JC	Event_862	Mutually Exclusive Exon	chr15	+	ENSG00000034053	APBA2	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.201	
JC	Event_1267	Retained Intron	chr3	-	ENSG00000034533	ASTE1	1	Retained Intron_1			-0.246	0.13
JCEC	Event_1543	Retained Intron	chr3	-	ENSG00000034533	ASTE1	2	Retained Intron_2			-0.213	0.149
JC	Event_3421	Skipped Exon	chr2	-	ENSG00000035115	SH3YL1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.262		
JCEC	Event_3421	Skipped Exon	chr2	-	ENSG00000035115	SH3YL1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.262		
JC	Event_1482	Retained Intron	chr2	-	ENSG00000035141	FAM136A	1	Retained Intron_1				0.24
JCEC	Event_1715	Retained Intron	chr2	-	ENSG00000035141	FAM136A	2	Retained Intron_2				0.201
JC	Event_289	Alternative 5' Splice Site	chr4	-	ENSG00000035928	RFC1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.145		
JCEC	Event_289	Alternative 5' Splice Site	chr4	-	ENSG00000035928	RFC1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.145		
JC	Event_4171	Skipped Exon	chr1	-	ENSG00000036549	AC118549.1	1	Skipped Exon_1				-0.138
JCEC	Event_4171	Skipped Exon	chr1	-	ENSG00000036549	AC118549.1	1	Skipped Exon_1				-0.138
JC	Event_2175	Skipped Exon	chr4	-	ENSG00000038002	AGA	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.134	-0.134	
JCEC	Event_2175	Skipped Exon	chr4	-	ENSG00000038002	AGA	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.134	-0.134	
JC	Event_2351	Skipped Exon	chr8	-	ENSG00000038945	MSR1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.6	
JC	Event_897	Mutually Exclusive Exon	chr8	-	ENSG00000038945	MSR1	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		-0.597	
JCEC	Event_1138	Mutually Exclusive Exon	chr8	-	ENSG00000038945	MSR1	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.495	
JCEC	Event_4735	Skipped Exon	chr8	-	ENSG00000038945	MSR1	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.566	
JC	Event_1876	Skipped Exon	chr16	-	ENSG00000040199	PHLPP2	1	Skipped Exon_1			-0.266	0.164
JCEC	Event_1876	Skipped Exon	chr16	-	ENSG00000040199	PHLPP2	1	Skipped Exon_1			-0.266	0.164
JC	Event_2456	Skipped Exon	chr2	+	ENSG00000040933	INPP4A	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.103	-0.103	
JC	Event_2511	Skipped Exon	chr9	-	ENSG00000041982	TNC	1	Skipped Exon_1			0.114	-0.101
JC	Event_4310	Skipped Exon	chr9	-	ENSG00000041982	TNC	2	Skipped Exon_2				0.248
JC	Event_4311	Skipped Exon	chr9	-	ENSG00000041982	TNC	3	Skipped Exon_3				0.556
JC	Event_4312	Skipped Exon	chr9	-	ENSG00000041982	TNC	4	Skipped Exon_4				0.118
JC	Event_4313	Skipped Exon	chr9	-	ENSG00000041982	TNC	5	Skipped Exon_5				0.289
JCEC	Event_4785	Skipped Exon	chr9	-	ENSG00000041982	TNC	6	Skipped Exon_6			-0.342	0.419
JCEC	Event_4786	Skipped Exon	chr9	-	ENSG00000041982	TNC	7	Skipped Exon_7	Unique to shRYBP vs Control		0.103	
JCEC	Event_5104	Skipped Exon	chr9	-	ENSG00000041982	TNC	8	Skipped Exon_8	Same Direction	0.155		0.204
JCEC	Event_5340	Skipped Exon	chr9	-	ENSG00000041982	TNC	9	Skipped Exon_9				0.254
JCEC	Event_5341	Skipped Exon	chr9	-	ENSG00000041982	TNC	10	Skipped Exon_10				0.148
JCEC	Event_5342	Skipped Exon	chr9	-	ENSG00000041982	TNC	11	Skipped Exon_11				0.256
JC	Event_3493	Skipped Exon	chr14	+	ENSG00000042088	TDP1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.266		
JC	Event_3494	Skipped Exon	chr14	+	ENSG00000042088	TDP1	2	Skipped Exon_2	Same Direction	-0.144		-0.133
JCEC	Event_5094	Skipped Exon	chr14	+	ENSG00000042088	TDP1	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.263		
JCEC	Event_5095	Skipped Exon	chr14	+	ENSG00000042088	TDP1	4	Skipped Exon_4	Unique to shRING1A.B vs Control	-0.14		
JC	Event_3346	Skipped Exon	chr1	-	ENSG00000043514	TRIT1	1	Skipped Exon_1	Same Direction	0.242		0.27
JCEC	Event_3346	Skipped Exon	chr1	-	ENSG00000043514	TRIT1	1	Skipped Exon_1	Same Direction	0.242		0.27
JC	Event_4383	Skipped Exon	chrX	+	ENSG00000046651	OFD1	1	Skipped Exon_1				-0.155
JCEC	Event_4383	Skipped Exon	chrX	+	ENSG00000046651	OFD1	1	Skipped Exon_1				-0.155
JC	Event_2818	Skipped Exon	chrX	+	ENSG00000047634	SCML1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.266	
JC	Event_2819	Skipped Exon	chrX	+	ENSG00000047634	SCML1	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.628	0.431	
JC	Event_2820	Skipped Exon	chrX	+	ENSG00000047634	SCML1	3	Skipped Exon_3	Unique to shRYBP vs Control		0.535	
JC	Event_4484	Skipped Exon	chrX	+	ENSG00000047634	SCML1	4	Skipped Exon_4				0.116
JCEC	Event_2818	Skipped Exon	chrX	+	ENSG00000047634	SCML1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.266	
JCEC	Event_2819	Skipped Exon	chrX	+	ENSG00000047634	SCML1	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.628	0.431	
JCEC	Event_2820	Skipped Exon	chrX	+	ENSG00000047634	SCML1	3	Skipped Exon_3	Unique to shRYBP vs Control		0.535	
JCEC	Event_4484	Skipped Exon	chrX	+	ENSG00000047634	SCML1	4	Skipped Exon_4				0.116
JC	Event_4273	Skipped Exon	chr3	-	ENSG00000047849	MAP4	1	Skipped Exon_1				0.111
JCEC	Event_4273	Skipped Exon	chr3	-	ENSG00000047849	MAP4	1	Skipped Exon_1				0.111
JC	Event_202	Alternative 5' Splice Site	chr5	+	ENSG00000048140	TSPAN17	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.127		
JC	Event_2061	Skipped Exon	chr5	+	ENSG00000048140	TSPAN17	1	Skipped Exon_1			0.119	-0.131
JCEC	Event_202	Alternative 5' Splice Site	chr5	+	ENSG00000048140	TSPAN17	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.127		
JCEC	Event_2061	Skipped Exon	chr5	+	ENSG00000048140	TSPAN17	1	Skipped Exon_1			0.119	-0.131
JC	Event_3121	Skipped Exon	chr6	-	ENSG00000048544	MRPS10	1	Skipped Exon_1	Same Direction	0.27		0.306
JCEC	Event_3121	Skipped Exon	chr6	-	ENSG00000048544	MRPS10	1	Skipped Exon_1	Same Direction	0.27		0.306
JC	Event_2423	Skipped Exon	chr2	+	ENSG00000048991	R3HDM1	1	Skipped Exon_1			0.113	-0.131
JCEC	Event_5322	Skipped Exon	chr2	+	ENSG00000048991	R3HDM1	2	Skipped Exon_2				-0.12
JC	Event_392	Alternative 5' Splice Site	chr2	+	ENSG00000049323	LTBP1	1	Alternative 5' Splice Site_1				-0.245
JCEC	Event_392	Alternative 5' Splice Site	chr2	+	ENSG00000049323	LTBP1	1	Alternative 5' Splice Site_1				-0.245
JCEC	Event_5171	Skipped Exon	chr2	+	ENSG00000049323	LTBP1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.17		
JC	Event_3259	Skipped Exon	chr7	-	ENSG00000049541	RFC2	1	Skipped Exon_1	Same Direction	0.3		0.261
JCEC	Event_5014	Skipped Exon	chr7	-	ENSG00000049541	RFC2	2	Skipped Exon_2	Same Direction	0.33		0.295
JCEC	Event_5015	Skipped Exon	chr7	-	ENSG00000049541	RFC2	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.101		
JC	Event_2316	Skipped Exon	chr6	+	ENSG00000049618	ARID1B	1	Skipped Exon_1			-0.153	0.135
JCEC	Event_4719	Skipped Exon	chr6	+	ENSG00000049618	ARID1B	2	Skipped Exon_2			-0.154	0.128
JC	Event_638	Alternative 3' Splice Site	chr5	-	ENSG00000049656	CLPTM1L	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	-0.125		
JCEC	Event_638	Alternative 3' Splice Site	chr5	-	ENSG00000049656	CLPTM1L	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	-0.125		
JC	Event_1811	Skipped Exon	chr18	+	ENSG00000049759	NEDD4L	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.158	
JCEC	Event_1811	Skipped Exon	chr18	+	ENSG00000049759	NEDD4L	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.158	
JC	Event_2885	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.216	
JC	Event_2886	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	-0.22	-0.238	
JC	Event_2887	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	3	Skipped Exon_3	Unique to shRYBP vs Control		-0.226	
JC	Event_3795	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	4	Skipped Exon_4	Same Direction	-0.278		-0.395
JCEC	Event_2885	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.216	
JCEC	Event_2886	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	-0.22	-0.238	
JCEC	Event_2887	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	3	Skipped Exon_3	Unique to shRYBP vs Control		-0.226	
JCEC	Event_3795	Skipped Exon	chr12	+	ENSG00000050426	LETMD1	4	Skipped Exon_4	Same Direction	-0.278		-0.395
JC	Event_3248	Skipped Exon	chr5	-	ENSG00000050748	MAPK9	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.138		
JCEC	Event_3248	Skipped Exon	chr5	-	ENSG00000050748	MAPK9	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.138		
JC	Event_3917	Skipped Exon	chr16	-	ENSG00000050820	BCAR1	1	Skipped Exon_1				0.267
JCEC	Event_5227	Skipped Exon	chr16	-	ENSG00000050820	BCAR1	2	Skipped Exon_2				0.269
JC	Event_125	Alternative 5' Splice Site	chr12	-	ENSG00000051825	MPHOSPH9	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.262	
JC	Event_3570	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.115		
JC	Event_364	Alternative 5' Splice Site	chr12	-	ENSG00000051825	MPHOSPH9	2	Alternative 5' Splice Site_2				-0.155
JC	Event_4358	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	2	Skipped Exon_2				-0.168
JC	Event_4359	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	3	Skipped Exon_3				-0.363
JCEC	Event_364	Alternative 5' Splice Site	chr12	-	ENSG00000051825	MPHOSPH9	2	Alternative 5' Splice Site_2				-0.155
JCEC	Event_432	Alternative 5' Splice Site	chr12	-	ENSG00000051825	MPHOSPH9	3	Alternative 5' Splice Site_3	Unique to shRYBP vs Control		-0.246	
JCEC	Event_4358	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	2	Skipped Exon_2				-0.168
JCEC	Event_4359	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	3	Skipped Exon_3				-0.363
JCEC	Event_5123	Skipped Exon	chr12	-	ENSG00000051825	MPHOSPH9	4	Skipped Exon_4	Unique to shRING1A.B vs Control	0.117		
JC	Event_2406	Skipped Exon	chr14	-	ENSG00000053254	FOXN3	1	Skipped Exon_1			-0.25	0.135
JCEC	Event_2406	Skipped Exon	chr14	-	ENSG00000053254	FOXN3	1	Skipped Exon_1			-0.25	0.135
JC	Event_3233	Skipped Exon	chr1	-	ENSG00000054116	TRAPPC3	1	Skipped Exon_1	Same Direction	-0.558		-0.558
JC	Event_4085	Skipped Exon	chr1	-	ENSG00000054116	TRAPPC3	2	Skipped Exon_2				-0.137
JCEC	Event_3233	Skipped Exon	chr1	-	ENSG00000054116	TRAPPC3	1	Skipped Exon_1	Same Direction	-0.558		-0.558
JCEC	Event_4085	Skipped Exon	chr1	-	ENSG00000054116	TRAPPC3	2	Skipped Exon_2				-0.137
JC	Event_2235	Skipped Exon	chr1	+	ENSG00000054118	THRAP3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.106	
JCEC	Event_2235	Skipped Exon	chr1	+	ENSG00000054118	THRAP3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.106	
JC	Event_3417	Skipped Exon	chr1	+	ENSG00000054282	SDCCAG8	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.237		
JCEC	Event_3417	Skipped Exon	chr1	+	ENSG00000054282	SDCCAG8	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.237		
JC	Event_4299	Skipped Exon	chr2	-	ENSG00000054356	PTPRN	1	Skipped Exon_1				0.296
JCEC	Event_5337	Skipped Exon	chr2	-	ENSG00000054356	PTPRN	2	Skipped Exon_2				0.286
JC	Event_2164	Skipped Exon	chr1	+	ENSG00000054392	HHAT	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.371	-0.355	
JC	Event_2165	Skipped Exon	chr1	+	ENSG00000054392	HHAT	2	Skipped Exon_2			0.231	-0.183
JC	Event_886	Mutually Exclusive Exon	chr1	+	ENSG00000054392	HHAT	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.227	
JCEC	Event_4674	Skipped Exon	chr1	+	ENSG00000054392	HHAT	3	Skipped Exon_3	Common to shRING1A.B and shRYBP	-0.342	-0.328	
JCEC	Event_4675	Skipped Exon	chr1	+	ENSG00000054392	HHAT	4	Skipped Exon_4			0.215	-0.165
JCEC	Event_886	Mutually Exclusive Exon	chr1	+	ENSG00000054392	HHAT	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.227	
JC	Event_276	Alternative 5' Splice Site	chr1	+	ENSG00000054523	KIF1B	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.156		
JCEC	Event_276	Alternative 5' Splice Site	chr1	+	ENSG00000054523	KIF1B	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.156		
JC	Event_958	Mutually Exclusive Exon	chr22	+	ENSG00000054611	TBC1D22A	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.169		
JC	Event_3741	Skipped Exon	chr11	-	ENSG00000054965	FAM168A	1	Skipped Exon_1	Same Direction	-0.152		-0.127
JCEC	Event_3741	Skipped Exon	chr11	-	ENSG00000054965	FAM168A	1	Skipped Exon_1	Same Direction	-0.152		-0.127
JC	Event_3977	Skipped Exon	chr6	+	ENSG00000055208	TAB2	1	Skipped Exon_1				0.133
JCEC	Event_3977	Skipped Exon	chr6	+	ENSG00000055208	TAB2	1	Skipped Exon_1				0.133
JC	Event_3002	Skipped Exon	chr17	-	ENSG00000055483	USP36	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.109		
JCEC	Event_4951	Skipped Exon	chr17	-	ENSG00000055483	USP36	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.253		
JC	Event_3390	Skipped Exon	chr7	-	ENSG00000055609	KMT2C	1	Skipped Exon_1	Same Direction	0.133		0.133
JCEC	Event_5061	Skipped Exon	chr7	-	ENSG00000055609	KMT2C	2	Skipped Exon_2	Same Direction	0.132		0.132
JC	Event_3288	Skipped Exon	chr2	-	ENSG00000055917	PUM2	1	Skipped Exon_1	Same Direction	0.13		0.145
JCEC	Event_5279	Skipped Exon	chr2	-	ENSG00000055917	PUM2	2	Skipped Exon_2				0.134
JC	Event_2857	Skipped Exon	chr10	-	ENSG00000055950	MRPL43	1	Skipped Exon_1			0.179	-0.123
JC	Event_2858	Skipped Exon	chr10	-	ENSG00000055950	MRPL43	2	Skipped Exon_2			0.311	-0.15
JC	Event_612	Alternative 3' Splice Site	chr10	-	ENSG00000055950	MRPL43	1	Alternative 3' Splice Site_1			-0.265	0.135
JCEC	Event_2857	Skipped Exon	chr10	-	ENSG00000055950	MRPL43	1	Skipped Exon_1			0.179	-0.123
JCEC	Event_2858	Skipped Exon	chr10	-	ENSG00000055950	MRPL43	2	Skipped Exon_2			0.311	-0.15
JCEC	Event_612	Alternative 3' Splice Site	chr10	-	ENSG00000055950	MRPL43	1	Alternative 3' Splice Site_1			-0.265	0.135
JC	Event_4314	Skipped Exon	chr1	+	ENSG00000057252	SOAT1	1	Skipped Exon_1				-0.104
JCEC	Event_4314	Skipped Exon	chr1	+	ENSG00000057252	SOAT1	1	Skipped Exon_1				-0.104
JC	Event_3404	Skipped Exon	chr12	-	ENSG00000058272	PPP1R12A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.219		
JC	Event_4214	Skipped Exon	chr12	-	ENSG00000058272	PPP1R12A	2	Skipped Exon_2				-0.118
JCEC	Event_4214	Skipped Exon	chr12	-	ENSG00000058272	PPP1R12A	2	Skipped Exon_2				-0.118
JCEC	Event_5065	Skipped Exon	chr12	-	ENSG00000058272	PPP1R12A	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.219		
JC	Event_2271	Skipped Exon	chr1	+	ENSG00000058453	CROCC	1	Skipped Exon_1			0.204	-0.204
JC	Event_893	Mutually Exclusive Exon	chr1	+	ENSG00000058453	CROCC	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		-0.495	
JCEC	Event_1136	Mutually Exclusive Exon	chr1	+	ENSG00000058453	CROCC	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.524	
JCEC	Event_2271	Skipped Exon	chr1	+	ENSG00000058453	CROCC	1	Skipped Exon_1			0.204	-0.204
JC	Event_1903	Skipped Exon	chr16	+	ENSG00000059122	FLYWCH1	1	Skipped Exon_1	Unique to shRYBP vs Control		0.584	
JC	Event_3057	Skipped Exon	chr16	+	ENSG00000059122	FLYWCH1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.204		
JCEC	Event_1903	Skipped Exon	chr16	+	ENSG00000059122	FLYWCH1	1	Skipped Exon_1	Unique to shRYBP vs Control		0.584	
